"","sex","edu","employed","bornin_canada","province","votechoice","income","age"
"9019","Male",1,0,1,"Ontario","NA","$100,000 to $ 124,999","60 to 74"
"9020","Female",0,1,1,"Quebec","NA","NA","NA"
"9021","Male",0,0,1,"Ontario","Liberal Party","NA","60 to 74"
"9022","Female",1,0,1,"Nova Scotia","Liberal Party","$75,000 to $99,999","30 to 44"
"9023","Male",1,1,1,"Quebec","Liberal Party","$125,000 and more","NA"
"9024","Male",1,1,1,"Ontario","NA","$75,000 to $99,999","NA"
"9025","Male",1,1,1,"British Columbia","Conservative Party","NA","NA"
"9026","Female",0,0,1,"Ontario","Conservative Party","$75,000 to $99,999","NA"
"9027","Male",1,0,1,"Quebec","Liberal Party","$75,000 to $99,999","NA"
"9028","Female",1,0,1,"Ontario","Conservative Party","$25,000 to $49,999","NA"
"9029","Male",1,1,1,"British Columbia","Conservative Party","$75,000 to $99,999","NA"
"9030","Male",0,1,1,"British Columbia","Liberal Party","$75,000 to $99,999","NA"
"9031","Male",1,0,0,"Ontario","NA","NA","NA"
"9032","Male",1,0,1,"Quebec","NA","$25,000 to $49,999","NA"
"9033","Female",1,1,1,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"9034","Female",1,0,1,"Ontario","NA","$50,000 to $74,999","NA"
"9035","Male",1,1,1,"Ontario","NA","NA","NA"
"9036","Male",1,1,1,"Ontario","Conservative Party","NA","NA"
"9037","Female",0,0,1,"Nova Scotia","NA","$50,000 to $74,999","60 to 74"
"9038","Male",0,1,1,"Alberta","Liberal Party","$75,000 to $99,999","NA"
"9039","Female",0,0,1,"British Columbia","NA","NA","NA"
"9040","Female",1,0,0,"British Columbia","Liberal Party","NA","NA"
"9041","Female",1,0,1,"Quebec","Liberal Party","NA","NA"
"9042","Female",0,1,1,"British Columbia","NA","NA","45 to 59"
"9043","Female",1,1,1,"Ontario","NA","Less than $25,000","NA"
"9044","Male",0,1,1,"British Columbia","NA","NA","NA"
"9045","Male",1,1,1,"Ontario","NA","$75,000 to $99,999","NA"
"9046","Female",0,1,1,"Manitoba","Conservative Party","NA","NA"
"9047","Male",1,1,1,"Quebec","Conservative Party","$75,000 to $99,999","NA"
"9048","Male",1,1,1,"Quebec","NA","$25,000 to $49,999","NA"
"9049","Female",1,0,1,"British Columbia","Conservative Party","$50,000 to $74,999","45 to 59"
"9050","Female",0,0,0,"Ontario","Liberal Party","$25,000 to $49,999","NA"
"9051","Male",1,1,1,"British Columbia","Conservative Party","$125,000 and more","NA"
"9052","Male",1,0,1,"NA","NA","$25,000 to $49,999","60 to 74"
"9053","Female",1,1,1,"Ontario","Liberal Party","$100,000 to $ 124,999","NA"
"9054","Female",1,1,1,"Ontario","Liberal Party","$50,000 to $74,999","NA"
"9055","Female",1,0,0,"Ontario","NA","NA","NA"
"9056","Female",1,1,1,"Alberta","Conservative Party","$50,000 to $74,999","NA"
"9057","Male",1,0,1,"Ontario","Liberal Party","Less than $25,000","NA"
"9058","Male",1,0,1,"Alberta","Conservative Party","Less than $25,000","NA"
"9059","Female",0,1,1,"Ontario","NA","NA","NA"
"9060","Female",1,1,1,"Quebec","NA","$75,000 to $99,999","NA"
"9061","Female",1,1,0,"Ontario","Conservative Party","$100,000 to $ 124,999","NA"
"9062","Female",1,0,1,"Alberta","NA","NA","NA"
"9063","Male",1,0,0,"Ontario","NA","Less than $25,000","NA"
"9064","Male",1,0,0,"British Columbia","Conservative Party","$100,000 to $ 124,999","NA"
"9065","Female",1,1,1,"Alberta","NA","$125,000 and more","NA"
"9066","Female",1,1,1,"Ontario","Conservative Party","NA","NA"
"9067","Female",1,1,1,"British Columbia","Conservative Party","NA","NA"
"9068","Female",0,1,1,"Manitoba","NA","NA","NA"
"9069","Male",0,1,1,"Ontario","Liberal Party","$100,000 to $ 124,999","30 to 44"
"9070","Female",1,1,1,"Ontario","Conservative Party","$125,000 and more","NA"
"9071","Male",1,0,0,"Ontario","NA","Less than $25,000","NA"
"9072","Male",1,0,1,"Ontario","Liberal Party","$125,000 and more","NA"
"9073","Female",1,0,1,"Saskatchewan","NA","$100,000 to $ 124,999","NA"
"9074","Male",1,0,1,"Quebec","NA","Less than $25,000","NA"
"9075","Male",0,1,1,"Prince Edward Island","NA","NA","NA"
"9076","Male",1,1,1,"Ontario","Liberal Party","NA","NA"
"9077","Female",1,0,1,"Ontario","NA","Less than $25,000","NA"
"9078","Female",1,1,1,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"9079","Female",1,1,0,"Ontario","Liberal Party","$50,000 to $74,999","NA"
"9080","Male",1,1,1,"British Columbia","NA","$25,000 to $49,999","NA"
"9081","Female",1,0,1,"Ontario","NA","$75,000 to $99,999","NA"
"9082","Female",1,0,1,"Newfoundland and Labrador","Liberal Party","$25,000 to $49,999","NA"
"9083","Female",1,1,1,"Alberta","NA","$125,000 and more","NA"
"9084","Male",1,0,1,"Ontario","Liberal Party","$50,000 to $74,999","NA"
"9085","Female",1,0,1,"British Columbia","Conservative Party","NA","NA"
"9086","Female",1,0,1,"Ontario","NA","$25,000 to $49,999","NA"
"9087","Male",1,1,0,"British Columbia","NA","NA","NA"
"9088","Female",1,0,1,"Quebec","Liberal Party","Less than $25,000","NA"
"9089","Female",1,1,1,"Ontario","Conservative Party","NA","NA"
"9090","Female",1,1,1,"Alberta","NA","NA","NA"
"9091","Male",0,0,1,"Ontario","NA","NA","30 to 44"
"9092","Female",1,1,1,"British Columbia","NA","$125,000 and more","NA"
"9093","Female",1,0,1,"Ontario","Liberal Party","NA","NA"
"9094","Male",1,0,0,"Ontario","NA","$50,000 to $74,999","NA"
"9095","Female",0,0,1,"Quebec","Liberal Party","$25,000 to $49,999","NA"
"9096","Female",1,1,1,"Ontario","NA","NA","60 to 74"
"9097","Female",0,1,1,"Ontario","NA","NA","NA"
"9098","Female",1,1,1,"New Brunswick","Liberal Party","$125,000 and more","NA"
"9099","Female",1,0,1,"Quebec","NA","Less than $25,000","NA"
"9100","Female",1,1,1,"Ontario","Liberal Party","$75,000 to $99,999","30 to 44"
"9101","Female",1,1,0,"Ontario","Liberal Party","$125,000 and more","NA"
"9102","Male",1,1,1,"New Brunswick","Liberal Party","$125,000 and more","NA"
"9103","Female",1,0,1,"Quebec","NA","$75,000 to $99,999","NA"
"9104","Female",0,0,1,"Nova Scotia","NA","NA","NA"
"9105","Male",1,1,1,"Newfoundland and Labrador","NA","NA","NA"
"9106","Female",0,1,1,"Manitoba","Conservative Party","NA","NA"
"9107","Male",0,1,1,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"9108","NA",1,0,1,"British Columbia","NA","Less than $25,000","NA"
"9109","Female",1,1,1,"Saskatchewan","Conservative Party","$50,000 to $74,999","NA"
"9110","Female",0,0,1,"Manitoba","Conservative Party","$75,000 to $99,999","NA"
"9111","Female",1,1,1,"Ontario","Liberal Party","$125,000 and more","NA"
"9112","Male",1,1,1,"Ontario","NA","NA","NA"
"9113","Female",1,1,1,"Ontario","NA","$125,000 and more","NA"
"9114","Male",1,1,1,"Nova Scotia","Liberal Party","$50,000 to $74,999","NA"
"9115","Male",1,0,1,"Ontario","NA","NA","NA"
"9116","Female",1,0,1,"British Columbia","NA","$25,000 to $49,999","NA"
"9117","Male",1,1,1,"Ontario","NA","NA","NA"
"9118","Male",1,1,1,"Saskatchewan","Conservative Party","$50,000 to $74,999","NA"
"9119","Female",0,1,1,"Saskatchewan","Liberal Party","$50,000 to $74,999","NA"
"9120","Female",1,1,1,"Ontario","Conservative Party","NA","NA"
"9121","Female",1,1,1,"Ontario","Liberal Party","$100,000 to $ 124,999","NA"
"9122","Male",1,0,1,"Ontario","Conservative Party","$75,000 to $99,999","NA"
"9123","Female",1,1,1,"Alberta","NA","NA","NA"
"9124","Female",0,0,1,"Ontario","NA","NA","75 and above"
"9125","Male",1,0,0,"Alberta","NA","Less than $25,000","NA"
"9126","Male",1,1,1,"Ontario","Liberal Party","$50,000 to $74,999","18 to 29"
"9127","Male",1,0,1,"Ontario","Liberal Party","Less than $25,000","60 to 74"
"9128","Male",1,0,1,"Saskatchewan","NA","$50,000 to $74,999","NA"
"9129","Male",1,1,1,"British Columbia","NA","$100,000 to $ 124,999","NA"
"9130","Male",1,1,1,"British Columbia","Conservative Party","$125,000 and more","NA"
"9131","Female",0,1,1,"British Columbia","NA","NA","NA"
"9132","Male",0,1,1,"Ontario","Liberal Party","$50,000 to $74,999","NA"
"9133","Male",0,0,1,"Saskatchewan","Conservative Party","$75,000 to $99,999","60 to 74"
"9134","Male",1,1,1,"Ontario","Liberal Party","$125,000 and more","NA"
"9135","Male",0,1,1,"Quebec","NA","$50,000 to $74,999","18 to 29"
"9136","Female",1,0,1,"New Brunswick","Liberal Party","NA","60 to 74"
"9137","Male",1,1,1,"Ontario","Conservative Party","$25,000 to $49,999","NA"
"9138","Male",0,1,1,"Ontario","NA","NA","NA"
"9139","Male",1,1,1,"Ontario","NA","$50,000 to $74,999","NA"
"9140","Male",1,1,1,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"9141","NA",1,1,1,"British Columbia","NA","NA","NA"
"9142","Female",1,1,1,"Ontario","NA","$50,000 to $74,999","NA"
"9143","Male",1,1,0,"Ontario","NA","$25,000 to $49,999","NA"
"9144","Female",1,1,0,"Ontario","Conservative Party","Less than $25,000","NA"
"9145","Male",1,1,1,"British Columbia","NA","$25,000 to $49,999","NA"
"9146","Female",0,0,1,"New Brunswick","NA","Less than $25,000","NA"
"9147","Female",0,0,1,"British Columbia","Conservative Party","NA","NA"
"9148","Male",1,0,1,"Ontario","Liberal Party","Less than $25,000","NA"
"9149","Male",0,0,0,"Saskatchewan","NA","NA","NA"
"9150","Female",0,0,1,"New Brunswick","NA","NA","NA"
"9151","Female",1,0,0,"Ontario","Liberal Party","$25,000 to $49,999","NA"
"9152","Male",1,0,0,"Manitoba","NA","NA","NA"
"9153","Female",1,0,1,"Alberta","NA","NA","NA"
"9154","Female",1,1,1,"Ontario","Liberal Party","$125,000 and more","NA"
"9155","Female",1,1,1,"Ontario","NA","$25,000 to $49,999","NA"
"9156","Female",1,0,0,"Ontario","NA","NA","NA"
"9157","Male",1,1,1,"Ontario","NA","$125,000 and more","NA"
"9158","Female",0,NA,1,"Saskatchewan","Liberal Party","NA","NA"
"9159","Male",1,1,0,"Manitoba","NA","NA","NA"
"9160","Female",1,1,1,"Nova Scotia","Liberal Party","$25,000 to $49,999","NA"
"9161","Female",0,0,1,"Prince Edward Island","NA","Less than $25,000","NA"
"9162","Female",1,1,0,"Ontario","NA","$25,000 to $49,999","NA"
"9163","Female",0,0,1,"Quebec","NA","$50,000 to $74,999","30 to 44"
"9164","Female",1,0,1,"Ontario","Conservative Party","$50,000 to $74,999","NA"
"9165","Female",1,1,1,"Ontario","Liberal Party","$125,000 and more","45 to 59"
"9166","Male",0,0,1,"Ontario","Liberal Party","$100,000 to $ 124,999","18 to 29"
"9167","Female",0,0,1,"Ontario","Conservative Party","NA","NA"
"9168","Female",1,1,1,"Quebec","NA","NA","18 to 29"
"9169","Female",1,0,1,"Ontario","NA","Less than $25,000","45 to 59"
"9170","Female",1,0,1,"Ontario","Liberal Party","$25,000 to $49,999","NA"
"9171","Male",0,1,1,"British Columbia","NA","$50,000 to $74,999","NA"
"9172","Male",1,1,1,"Newfoundland and Labrador","Liberal Party","NA","NA"
"9173","Female",1,1,1,"Ontario","Liberal Party","$75,000 to $99,999","18 to 29"
"9174","Female",0,1,1,"Alberta","Conservative Party","NA","NA"
"9175","Female",0,1,1,"Ontario","NA","NA","NA"
"9176","Female",1,1,1,"Quebec","NA","NA","NA"
"9177","Female",1,1,1,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"9178","Male",1,1,1,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"9179","Female",1,1,1,"Ontario","NA","NA","NA"
"9180","Female",1,0,1,"Alberta","NA","NA","45 to 59"
"9181","Female",1,1,1,"Ontario","NA","$100,000 to $ 124,999","NA"
"9182","Male",1,0,1,"Quebec","Conservative Party","Less than $25,000","NA"
"9183","Female",1,0,1,"Ontario","Conservative Party","Less than $25,000","NA"
"9184","Female",1,1,1,"British Columbia","NA","$75,000 to $99,999","NA"
"9185","NA",1,0,1,"Ontario","NA","NA","NA"
"9186","Male",1,1,1,"Ontario","NA","NA","NA"
"9187","Female",1,1,0,"Quebec","Liberal Party","$100,000 to $ 124,999","30 to 44"
"9188","Female",1,0,1,"Ontario","Liberal Party","$100,000 to $ 124,999","30 to 44"
"9189","Female",0,0,1,"Newfoundland and Labrador","Liberal Party","$75,000 to $99,999","75 and above"
"9190","Female",0,1,1,"Ontario","NA","NA","NA"
"9191","Female",1,0,0,"British Columbia","Liberal Party","$50,000 to $74,999","60 to 74"
"9192","Male",0,0,1,"Ontario","Conservative Party","NA","NA"
"9193","Female",1,1,1,"Ontario","Conservative Party","$125,000 and more","30 to 44"
"9194","Male",1,1,1,"Ontario","NA","$125,000 and more","NA"
"9195","Female",1,0,0,"Quebec","NA","NA","NA"
"9196","Female",1,1,1,"Quebec","NA","$75,000 to $99,999","NA"
"9197","Male",1,0,1,"Quebec","NA","$100,000 to $ 124,999","NA"
"9198","Female",1,NA,1,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"9199","Female",1,1,1,"Ontario","Conservative Party","NA","NA"
"9200","Female",0,1,1,"Saskatchewan","NA","$125,000 and more","NA"
"9201","Male",1,0,0,"Manitoba","Conservative Party","$50,000 to $74,999","NA"
"9202","Male",1,1,1,"Quebec","Liberal Party","$125,000 and more","NA"
"9203","Male",0,0,1,"Quebec","Conservative Party","$75,000 to $99,999","NA"
"9204","Male",1,1,1,"New Brunswick","NA","Less than $25,000","NA"
"9205","Female",1,0,1,"Ontario","Conservative Party","NA","45 to 59"
"9206","Female",1,1,1,"Alberta","Liberal Party","NA","30 to 44"
"9207","Female",1,1,1,"Ontario","NA","$50,000 to $74,999","NA"
"9208","Male",1,0,1,"Ontario","NA","NA","60 to 74"
"9209","Male",1,0,1,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"9210","Female",1,1,0,"Ontario","NA","$125,000 and more","NA"
"9211","Female",0,0,1,"Ontario","Liberal Party","$25,000 to $49,999","NA"
"9212","Female",1,0,1,"Ontario","Liberal Party","$25,000 to $49,999","60 to 74"
"9213","Female",1,0,1,"Ontario","NA","NA","30 to 44"
"9214","Female",1,0,NA,"Ontario","NA","NA","60 to 74"
"9215","Female",0,0,1,"New Brunswick","NA","Less than $25,000","NA"
"9216","Female",1,1,1,"Alberta","NA","NA","NA"
"9217","Male",1,0,1,"British Columbia","Conservative Party","$50,000 to $74,999","60 to 74"
"9218","Female",1,1,1,"Ontario","Conservative Party","$75,000 to $99,999","NA"
"9219","Male",0,0,0,"Ontario","Conservative Party","NA","NA"
"9220","Female",1,1,1,"Ontario","Liberal Party","NA","NA"
"9221","Female",0,1,1,"Alberta","NA","$50,000 to $74,999","30 to 44"
"9222","Female",1,1,1,"Ontario","Liberal Party","NA","NA"
"9223","Male",1,1,1,"Alberta","Conservative Party","$125,000 and more","NA"
"9224","Female",1,1,1,"Ontario","Conservative Party","NA","NA"
"9225","Female",1,0,1,"Ontario","Liberal Party","Less than $25,000","NA"
"9226","Female",0,1,1,"Manitoba","Conservative Party","$100,000 to $ 124,999","30 to 44"
"9227","Male",1,0,0,"Prince Edward Island","Liberal Party","$50,000 to $74,999","60 to 74"
"9228","Female",1,0,0,"Alberta","NA","NA","NA"
"9229","Female",1,1,1,"British Columbia","NA","$25,000 to $49,999","60 to 74"
"9230","Male",0,0,1,"Quebec","NA","NA","NA"
"9231","Female",1,0,1,"Quebec","Liberal Party","$50,000 to $74,999","NA"
"9232","Female",1,1,1,"Ontario","NA","$75,000 to $99,999","60 to 74"
"9233","Male",1,0,1,"British Columbia","NA","$50,000 to $74,999","NA"
"9234","Male",1,1,1,"Quebec","NA","$75,000 to $99,999","NA"
"9235","Female",1,0,1,"Ontario","Liberal Party","$25,000 to $49,999","60 to 74"
"9236","Female",0,0,1,"Ontario","Liberal Party","$125,000 and more","NA"
"9237","Female",1,1,1,"Quebec","Liberal Party","$100,000 to $ 124,999","NA"
"9238","Female",1,0,1,"Ontario","NA","$25,000 to $49,999","60 to 74"
"9239","Female",1,0,1,"Ontario","NA","Less than $25,000","NA"
"9240","Female",1,1,1,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"9241","Female",1,0,1,"Ontario","NA","$75,000 to $99,999","30 to 44"
"9242","Male",1,1,1,"Quebec","Conservative Party","$75,000 to $99,999","NA"
"9243","Female",0,0,1,"British Columbia","NA","$25,000 to $49,999","NA"
"9244","Male",1,0,1,"Ontario","Liberal Party","$50,000 to $74,999","NA"
"9245","Female",1,1,0,"Alberta","NA","$75,000 to $99,999","NA"
"9246","Female",1,0,1,"Ontario","NA","$50,000 to $74,999","NA"
"9247","Female",1,1,0,"Ontario","NA","$100,000 to $ 124,999","NA"
"9248","Female",1,0,1,"Ontario","Liberal Party","NA","18 to 29"
"9249","Female",1,0,1,"British Columbia","Conservative Party","$25,000 to $49,999","75 and above"
"9250","Male",0,1,1,"Ontario","NA","$25,000 to $49,999","NA"
"9251","Male",1,0,1,"Quebec","Liberal Party","NA","NA"
"9252","Male",0,0,1,"Ontario","Liberal Party","Less than $25,000","NA"
"9253","Female",1,1,1,"Manitoba","Liberal Party","NA","NA"
"9254","Female",1,1,1,"Ontario","Liberal Party","$50,000 to $74,999","NA"
"9255","Male",1,0,1,"Quebec","NA","$25,000 to $49,999","NA"
"9256","Female",0,0,1,"Alberta","Conservative Party","$125,000 and more","NA"
"9257","Male",0,0,1,"Quebec","NA","$50,000 to $74,999","NA"
"9258","Female",1,1,1,"Alberta","Conservative Party","$75,000 to $99,999","45 to 59"
"9259","Male",0,0,1,"Ontario","Liberal Party","$50,000 to $74,999","NA"
"9260","Female",1,1,1,"Manitoba","Liberal Party","$50,000 to $74,999","60 to 74"
"9261","Male",0,0,1,"Ontario","Conservative Party","Less than $25,000","NA"
"9262","Female",1,1,0,"Manitoba","Conservative Party","$75,000 to $99,999","NA"
"9263","Male",1,1,1,"Ontario","NA","NA","NA"
"9264","Male",1,1,1,"Quebec","Conservative Party","$25,000 to $49,999","NA"
"9265","Male",0,0,1,"Ontario","NA","$125,000 and more","NA"
"9266","Female",1,0,1,"Ontario","Liberal Party","$25,000 to $49,999","NA"
"9267","Female",1,1,1,"Ontario","NA","$50,000 to $74,999","NA"
"9268","Male",1,0,0,"Ontario","Liberal Party","$100,000 to $ 124,999","60 to 74"
"9269","Female",1,NA,1,"Quebec","NA","Less than $25,000","NA"
"9270","Female",1,1,0,"Ontario","Liberal Party","NA","NA"
"9271","Female",0,1,1,"Quebec","Liberal Party","$25,000 to $49,999","NA"
"9272","Male",1,0,1,"Quebec","Conservative Party","$75,000 to $99,999","NA"
"9273","Male",0,0,1,"Ontario","NA","NA","NA"
"9274","Female",1,0,1,"Quebec","NA","NA","NA"
"9275","Female",1,1,1,"Saskatchewan","NA","NA","NA"
"9276","Male",1,1,1,"Quebec","NA","NA","NA"
"9277","Male",0,0,1,"Quebec","NA","$25,000 to $49,999","NA"
"9278","Male",1,0,1,"British Columbia","Liberal Party","NA","NA"
"9279","Female",0,0,1,"Ontario","NA","NA","NA"
"9280","Female",1,1,1,"Alberta","Conservative Party","$50,000 to $74,999","NA"
"9281","NA",1,1,NA,"Ontario","NA","NA","NA"
"9282","Female",1,1,0,"Ontario","Liberal Party","$75,000 to $99,999","45 to 59"
"9283","Male",1,1,1,"Quebec","NA","$50,000 to $74,999","NA"
"9284","Female",1,1,0,"Ontario","NA","$75,000 to $99,999","NA"
"9285","Male",1,1,1,"Quebec","NA","$50,000 to $74,999","NA"
"9286","Male",1,0,1,"Quebec","Liberal Party","$100,000 to $ 124,999","NA"
"9287","Female",1,1,1,"Ontario","NA","$125,000 and more","45 to 59"
"9288","Male",0,1,1,"Ontario","NA","NA","NA"
"9289","Female",0,1,1,"Ontario","NA","$100,000 to $ 124,999","NA"
"9290","Female",1,1,1,"Ontario","NA","$25,000 to $49,999","NA"
"9291","Female",0,NA,1,"New Brunswick","NA","NA","NA"
"9292","Male",0,0,1,"Ontario","NA","$25,000 to $49,999","NA"
"9293","Female",0,0,1,"Ontario","NA","$50,000 to $74,999","60 to 74"
"9294","Male",1,1,1,"Alberta","Conservative Party","NA","NA"
"9295","Male",1,0,1,"Alberta","Conservative Party","NA","NA"
"9296","Female",1,1,0,"Quebec","NA","$125,000 and more","NA"
"9297","Male",1,1,1,"Quebec","Conservative Party","NA","NA"
"9298","Male",1,0,0,"Ontario","Conservative Party","$100,000 to $ 124,999","NA"
"9299","Female",1,1,1,"Alberta","NA","$125,000 and more","NA"
"9300","Female",1,1,1,"Alberta","NA","Less than $25,000","NA"
"9301","Male",0,0,1,"British Columbia","Liberal Party","$25,000 to $49,999","NA"
"9302","Male",1,0,1,"Quebec","NA","$100,000 to $ 124,999","NA"
"9303","Male",1,1,1,"Quebec","Liberal Party","$75,000 to $99,999","NA"
"9304","Male",1,0,1,"Ontario","NA","$100,000 to $ 124,999","45 to 59"
"9305","Female",1,1,1,"Ontario","Liberal Party","$125,000 and more","NA"
"9306","Female",1,1,1,"Manitoba","NA","NA","NA"
"9307","Female",1,0,1,"Alberta","NA","NA","NA"
"9308","Female",1,1,1,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"9309","Female",0,0,1,"Saskatchewan","Conservative Party","NA","NA"
"9310","Female",1,0,1,"Newfoundland and Labrador","Conservative Party","$25,000 to $49,999","NA"
"9311","Female",1,0,1,"Quebec","NA","$50,000 to $74,999","NA"
"9312","Female",1,1,0,"Ontario","Conservative Party","$50,000 to $74,999","NA"
"9313","Male",1,1,1,"Quebec","NA","$125,000 and more","NA"
"9314","Female",1,0,1,"Ontario","NA","NA","NA"
"9315","Female",1,1,1,"Quebec","NA","$125,000 and more","NA"
"9316","Female",1,1,1,"British Columbia","Liberal Party","NA","NA"
"9317","Male",1,0,0,"Ontario","Conservative Party","Less than $25,000","60 to 74"
"9318","Female",0,NA,1,"British Columbia","NA","$75,000 to $99,999","NA"
"9319","Female",1,1,1,"Manitoba","NA","$50,000 to $74,999","NA"
"9320","Male",1,1,1,"Ontario","NA","$125,000 and more","NA"
"9321","NA",1,0,1,"Quebec","NA","NA","NA"
"9322","Male",1,1,1,"Alberta","Liberal Party","$25,000 to $49,999","NA"
"9323","Male",1,1,0,"Ontario","NA","Less than $25,000","45 to 59"
"9324","Female",1,0,1,"Ontario","NA","NA","NA"
"9325","Female",0,0,1,"Ontario","Conservative Party","NA","NA"
"9326","Female",1,0,1,"Ontario","NA","Less than $25,000","NA"
"9327","Male",1,1,0,"Nova Scotia","Conservative Party","$125,000 and more","NA"
"9328","Female",1,1,1,"Ontario","Liberal Party","NA","NA"
"9329","Male",1,1,0,"Alberta","Liberal Party","$125,000 and more","NA"
"9330","Male",1,0,1,"Alberta","Liberal Party","$125,000 and more","NA"
"9331","Female",1,1,1,"Ontario","NA","NA","NA"
"9332","Female",1,0,1,"Quebec","NA","NA","NA"
"9333","Female",1,1,0,"Manitoba","NA","NA","NA"
"9334","Female",1,1,1,"Ontario","NA","$50,000 to $74,999","30 to 44"
"9335","Male",1,0,0,"Ontario","Conservative Party","$125,000 and more","45 to 59"
"9336","Female",1,1,1,"Ontario","Liberal Party","$75,000 to $99,999","NA"
"9337","Female",0,1,1,"Alberta","NA","NA","NA"
"9338","Female",1,0,1,"Ontario","Conservative Party","$125,000 and more","60 to 74"
"9339","Male",1,0,1,"Ontario","NA","$50,000 to $74,999","60 to 74"
"9340","Male",0,0,1,"Quebec","Liberal Party","$25,000 to $49,999","NA"
"9341","Female",0,0,1,"Quebec","NA","$50,000 to $74,999","NA"
"9342","Male",1,0,1,"Ontario","Conservative Party","$50,000 to $74,999","75 and above"
"9343","Female",1,1,1,"Ontario","Conservative Party","$75,000 to $99,999","NA"
"9344","Male",0,1,1,"Ontario","NA","$75,000 to $99,999","NA"
"9345","Female",1,1,1,"Ontario","Liberal Party","$75,000 to $99,999","30 to 44"
"9346","Female",1,0,1,"Quebec","NA","$100,000 to $ 124,999","NA"
"9347","Female",1,1,1,"Ontario","Conservative Party","NA","45 to 59"
"9348","Female",1,0,1,"Nova Scotia","Liberal Party","$50,000 to $74,999","NA"
"9349","Female",0,0,1,"Quebec","NA","$25,000 to $49,999","NA"
"9350","Male",1,0,1,"Ontario","NA","$50,000 to $74,999","NA"
"9351","Male",1,0,1,"Alberta","Conservative Party","Less than $25,000","60 to 74"
"9352","Female",1,1,1,"Ontario","NA","$100,000 to $ 124,999","NA"
"9353","Female",0,1,0,"Ontario","NA","NA","NA"
"9354","Female",1,0,1,"British Columbia","Liberal Party","$100,000 to $ 124,999","75 and above"
"9355","Female",0,1,1,"Ontario","NA","$50,000 to $74,999","60 to 74"
"9356","Female",1,1,0,"Ontario","NA","$25,000 to $49,999","NA"
"9357","Female",1,0,1,"British Columbia","NA","NA","NA"
"9358","Female",1,1,1,"Nova Scotia","Liberal Party","$125,000 and more","NA"
"9359","Female",1,0,1,"Saskatchewan","Liberal Party","NA","NA"
"9360","Male",1,0,1,"Ontario","Conservative Party","NA","60 to 74"
"9361","Female",1,1,1,"British Columbia","NA","$100,000 to $ 124,999","NA"
"9362","Female",0,0,0,"Ontario","Conservative Party","NA","NA"
"9363","NA",1,0,1,"Quebec","Liberal Party","NA","NA"
"9364","Male",0,0,1,"Quebec","Liberal Party","$25,000 to $49,999","NA"
"9365","Female",1,1,0,"Saskatchewan","Conservative Party","$125,000 and more","NA"
"9366","Female",0,1,1,"Ontario","NA","$75,000 to $99,999","NA"
"9367","Female",0,1,1,"Ontario","NA","Less than $25,000","NA"
"9368","Female",0,0,0,"Alberta","Conservative Party","$75,000 to $99,999","NA"
"9369","Male",1,NA,0,"Saskatchewan","NA","NA","NA"
"9370","Female",1,0,1,"Ontario","Liberal Party","$125,000 and more","60 to 74"
"9371","Female",1,0,1,"Alberta","Conservative Party","NA","45 to 59"
"9372","Female",1,1,1,"Ontario","NA","$50,000 to $74,999","30 to 44"
"9373","Male",1,0,0,"Ontario","Conservative Party","$100,000 to $ 124,999","NA"
"9374","Female",1,1,0,"Ontario","Liberal Party","$100,000 to $ 124,999","30 to 44"
"9375","Female",1,0,1,"Manitoba","Conservative Party","NA","75 and above"
"9376","Female",1,1,1,"Alberta","NA","$25,000 to $49,999","NA"
"9377","Female",0,0,1,"British Columbia","NA","Less than $25,000","NA"
"9378","Female",1,0,1,"Ontario","Liberal Party","NA","18 to 29"
"9379","Male",1,1,1,"Quebec","NA","$75,000 to $99,999","NA"
"9380","Male",0,0,1,"Ontario","NA","NA","60 to 74"
"9381","Female",1,1,1,"Quebec","Liberal Party","$25,000 to $49,999","NA"
"9382","Male",0,0,1,"Quebec","NA","NA","NA"
"9383","Female",0,1,1,"Ontario","NA","NA","NA"
"9384","Male",1,0,0,"British Columbia","NA","$75,000 to $99,999","NA"
"9385","Female",1,1,1,"Ontario","NA","NA","NA"
"9386","Male",1,0,1,"Ontario","Conservative Party","$25,000 to $49,999","60 to 74"
"9387","Female",1,0,1,"Newfoundland and Labrador","NA","NA","NA"
"9388","Male",1,1,0,"Ontario","NA","$75,000 to $99,999","NA"
"9389","Female",0,0,1,"Alberta","Conservative Party","NA","NA"
"9390","Male",1,1,1,"Ontario","NA","$25,000 to $49,999","NA"
"9391","Female",1,0,1,"Ontario","NA","NA","NA"
"9392","Female",0,1,0,"British Columbia","NA","$25,000 to $49,999","45 to 59"
"9393","Female",1,1,1,"Ontario","NA","$50,000 to $74,999","NA"
"9394","Female",1,1,1,"Ontario","Liberal Party","$100,000 to $ 124,999","NA"
"9395","Female",1,1,1,"Ontario","NA","NA","18 to 29"
